"businessentityid","phonenumber","phonenumbertypeid","modifieddate"
12850,"1 (11) 500 555-0131",2,2012-06-14 00:00:00.000
12851,"1 (11) 500 555-0135",1,2013-10-25 00:00:00.000
12852,"772-555-0127",1,2014-05-01 00:00:00.000
12853,"685-555-0165",2,2013-07-15 00:00:00.000
12854,"1 (11) 500 555-0156",2,2012-05-23 00:00:00.000
12855,"554-555-0160",2,2013-10-20 01:00:00.000
12856,"476-555-0139",2,2013-08-12 00:00:00.000
12857,"756-555-0133",2,2013-08-11 00:00:00.000
12858,"1 (11) 500 555-0197",1,2013-07-03 00:00:00.000
12859,"391-555-0185",1,2013-02-01 00:00:00.000
12860,"1 (11) 500 555-0140",2,2013-09-20 00:00:00.000
12861,"717-555-0111",1,2012-05-21 00:00:00.000
12862,"1 (11) 500 555-0126",1,2013-11-10 00:00:00.000
12863,"805-555-0133",2,2012-04-13 00:00:00.000
12864,"152-555-0174",2,2014-03-07 00:00:00.000
12865,"1 (11) 500 555-0157",1,2014-04-17 00:00:00.000
12866,"1 (11) 500 555-0174",1,2013-08-22 00:00:00.000
12867,"154-555-0191",2,2013-09-04 00:00:00.000
12868,"1 (11) 500 555-0111",2,2014-01-11 00:00:00.000
12869,"361-555-0153",1,2011-06-26 00:00:00.000
12870,"814-555-0114",1,2014-01-26 00:00:00.000
12871,"1 (11) 500 555-0160",2,2012-12-10 00:00:00.000
12872,"591-555-0118",2,2013-11-19 00:00:00.000
12873,"984-555-0123",1,2013-02-04 00:00:00.000
12874,"1 (11) 500 555-0121",2,2014-02-25 00:00:00.000
12875,"433-555-0118",2,2014-03-16 00:00:00.000
12876,"1 (11) 500 555-0175",2,2013-09-24 00:00:00.000
12877,"1 (11) 500 555-0183",1,2012-09-09 00:00:00.000
12878,"194-555-0163",2,2014-06-29 00:00:00.000
12879,"1 (11) 500 555-0116",2,2013-12-07 00:00:00.000
12880,"981-555-0185",2,2011-06-21 00:00:00.000
12881,"1 (11) 500 555-0179",2,2013-09-20 00:00:00.000
12882,"475-555-0122",1,2013-11-10 00:00:00.000
12883,"1 (11) 500 555-0113",1,2013-10-27 00:00:00.000
12884,"1 (11) 500 555-0113",1,2013-12-09 00:00:00.000
12885,"645-555-0167",2,2013-09-02 00:00:00.000
12886,"269-555-0191",1,2013-10-30 00:00:00.000
12887,"1 (11) 500 555-0124",2,2013-12-14 00:00:00.000
12888,"960-555-0124",2,2013-11-16 00:00:00.000
12889,"1 (11) 500 555-0198",1,2013-01-12 00:00:00.000
12890,"1 (11) 500 555-0153",1,2013-11-11 00:00:00.000
12891,"343-555-0184",1,2014-02-16 00:00:00.000
12892,"1 (11) 500 555-0147",1,2014-04-03 00:00:00.000
12893,"101-555-0173",2,2013-08-22 00:00:00.000
12894,"493-555-0174",2,2014-05-08 00:00:00.000
12895,"1 (11) 500 555-0176",1,2014-01-30 00:00:00.000
12896,"129-555-0157",2,2012-02-15 00:00:00.000
12897,"1 (11) 500 555-0178",2,2013-10-16 00:00:00.000
12898,"819-555-0110",2,2012-04-19 00:00:00.000
12899,"1 (11) 500 555-0155",2,2013-07-24 00:00:00.000
12900,"1 (11) 500 555-0152",2,2013-10-11 00:00:00.000
12901,"688-555-0128",2,2013-08-16 00:00:00.000
12902,"154-555-0143",1,2012-02-12 00:00:00.000
12903,"1 (11) 500 555-0110",1,2011-11-01 00:00:00.000
12904,"1 (11) 500 555-0176",1,2012-09-21 00:00:00.000
12905,"285-555-0116",2,2011-08-27 00:00:00.000
12906,"181-555-0114",1,2014-04-03 00:00:00.000
12907,"162-555-0134",1,2014-01-30 00:00:00.000
12908,"1 (11) 500 555-0196",1,2013-09-07 00:00:00.000
12909,"932-555-0175",2,2012-04-09 00:00:00.000
12910,"115-555-0190",1,2013-04-29 00:00:00.000
12911,"1 (11) 500 555-0153",1,2012-03-17 00:00:00.000
12912,"967-555-0155",1,2013-08-29 00:00:00.000
12913,"307-555-0173",2,2013-09-09 00:00:00.000
12914,"810-555-0179",1,2013-11-07 00:00:00.000
12915,"1 (11) 500 555-0133",1,2013-09-06 00:00:00.000
12916,"417-555-0130",2,2013-07-07 00:00:00.000
12917,"1 (11) 500 555-0148",2,2014-03-08 00:00:00.000
12918,"470-555-0185",1,2014-05-06 00:00:00.000
12919,"1 (11) 500 555-0136",2,2014-04-01 00:00:00.000
12920,"1 (11) 500 555-0150",2,2012-06-25 00:00:00.000
12921,"1 (11) 500 555-0153",2,2013-09-07 00:00:00.000
12922,"772-555-0192",2,2013-10-23 00:00:00.000
12923,"1 (11) 500 555-0177",2,2012-10-19 00:00:00.000
12924,"603-555-0189",1,2012-09-28 00:00:00.000
12925,"1 (11) 500 555-0181",2,2012-09-27 00:00:00.000
12926,"969-555-0112",1,2012-09-11 00:00:00.000
12927,"274-555-0118",1,2013-07-24 00:00:00.000
12928,"1 (11) 500 555-0137",1,2011-07-06 00:00:00.000
12929,"1 (11) 500 555-0174",2,2013-03-17 00:00:00.000
12930,"716-555-0122",2,2013-10-10 00:00:00.000
12931,"1 (11) 500 555-0157",2,2011-08-21 00:00:00.000
12932,"1 (11) 500 555-0177",2,2013-08-01 00:00:00.000
12933,"820-555-0132",1,2013-10-26 00:00:00.000
12934,"342-555-0173",2,2012-03-27 00:00:00.000
12935,"1 (11) 500 555-0125",1,2013-08-14 00:00:00.000
12936,"744-555-0145",1,2014-06-03 00:00:00.000
12937,"1 (11) 500 555-0135",1,2013-09-28 00:00:00.000
12938,"1 (11) 500 555-0165",1,2013-05-08 00:00:00.000
12939,"1 (11) 500 555-0184",2,2013-12-06 00:00:00.000
12940,"340-555-0119",1,2013-10-07 00:00:00.000
12941,"116-555-0193",1,2013-12-22 00:00:00.000
12942,"883-555-0146",1,2013-09-09 00:00:00.000
12943,"312-555-0125",2,2014-03-14 00:00:00.000
12944,"186-555-0170",2,2012-02-21 00:00:00.000
12945,"1 (11) 500 555-0115",2,2012-11-11 00:00:00.000
12946,"1 (11) 500 555-0159",1,2012-07-07 00:00:00.000
12947,"1 (11) 500 555-0184",2,2013-10-23 00:00:00.000
12948,"997-555-0196",2,2013-08-25 00:00:00.000
12949,"1 (11) 500 555-0117",1,2012-03-10 00:00:00.000
12950,"126-555-0158",1,2014-06-07 00:00:00.000
12951,"842-555-0184",1,2014-06-15 00:00:00.000
12952,"1 (11) 500 555-0164",1,2014-04-04 00:00:00.000
12953,"1 (11) 500 555-0168",2,2014-04-18 00:00:00.000
12954,"922-555-0147",2,2013-07-11 00:00:00.000
12955,"1 (11) 500 555-0110",1,2013-04-21 00:00:00.000
12956,"979-555-0180",2,2014-02-11 00:00:00.000
12957,"723-555-0161",2,2014-06-05 00:00:00.000
12958,"652-555-0195",2,2014-02-05 00:00:00.000
12959,"676-555-0165",1,2013-11-08 00:00:00.000
12960,"1 (11) 500 555-0134",2,2012-06-16 00:00:00.000
12961,"116-555-0141",1,2013-03-25 00:00:00.000
12962,"501-555-0165",2,2013-04-17 00:00:00.000
12963,"1 (11) 500 555-0172",1,2014-01-25 00:00:00.000
12964,"209-555-0174",2,2013-09-23 00:00:00.000
12965,"1 (11) 500 555-0160",1,2013-03-10 00:00:00.000
12966,"741-555-0174",2,2013-01-29 00:00:00.000
12967,"1 (11) 500 555-0199",2,2012-06-30 00:00:00.000
12968,"1 (11) 500 555-0164",2,2014-02-25 00:00:00.000
12969,"849-555-0117",2,2014-02-25 00:00:00.000
12970,"1 (11) 500 555-0162",1,2012-11-27 00:00:00.000
12971,"1 (11) 500 555-0187",1,2012-09-13 00:00:00.000
12972,"118-555-0177",2,2013-11-06 00:00:00.000
12973,"1 (11) 500 555-0126",2,2014-01-01 00:00:00.000
12974,"447-555-0132",2,2013-01-18 00:00:00.000
12975,"804-555-0142",2,2014-03-18 00:00:00.000
12976,"136-555-0141",1,2012-07-07 00:00:00.000
12977,"1 (11) 500 555-0194",1,2013-10-27 00:00:00.000
12978,"753-555-0164",2,2013-10-15 00:00:00.000
12979,"1 (11) 500 555-0117",2,2012-11-05 00:00:00.000
12980,"525-555-0171",2,2014-05-25 00:00:00.000
12981,"566-555-0170",2,2014-05-22 00:00:00.000
12982,"1 (11) 500 555-0147",1,2012-07-23 00:00:00.000
12983,"1 (11) 500 555-0126",2,2012-01-08 00:00:00.000
12984,"535-555-0133",1,2014-02-26 00:00:00.000
12985,"184-555-0114",2,2013-11-01 00:00:00.000
12986,"185-555-0133",2,2013-10-15 00:00:00.000
12987,"1 (11) 500 555-0190",1,2011-11-24 00:00:00.000
12988,"125-555-0125",2,2014-01-19 00:00:00.000
12989,"1 (11) 500 555-0132",2,2012-03-04 00:00:00.000
12990,"1 (11) 500 555-0177",2,2012-03-15 00:00:00.000
12991,"165-555-0130",2,2014-04-18 00:00:00.000
12992,"1 (11) 500 555-0167",1,2013-01-14 00:00:00.000
12993,"1 (11) 500 555-0194",1,2014-06-15 00:00:00.000
12994,"336-555-0144",2,2012-11-11 00:00:00.000
12995,"825-555-0115",2,2012-10-30 00:00:00.000
12996,"568-555-0140",1,2013-09-05 00:00:00.000
12997,"1 (11) 500 555-0196",1,2014-03-16 00:00:00.000
12998,"1 (11) 500 555-0136",2,2012-08-22 00:00:00.000
12999,"1 (11) 500 555-0147",2,2014-03-17 00:00:00.000
13000,"117-555-0161",2,2014-04-10 00:00:00.000
13001,"374-555-0198",1,2013-08-03 00:00:00.000
13002,"1 (11) 500 555-0117",2,2011-08-09 00:00:00.000
13003,"702-555-0144",2,2013-07-20 00:00:00.000
13004,"908-555-0122",1,2014-05-28 00:00:00.000
13005,"1 (11) 500 555-0110",1,2014-01-30 00:00:00.000
13006,"188-555-0149",2,2013-09-13 00:00:00.000
13007,"1 (11) 500 555-0131",1,2013-09-28 00:00:00.000
13008,"156-555-0175",1,2013-11-30 00:00:00.000
13009,"860-555-0178",2,2014-04-26 00:00:00.000
13010,"808-555-0115",2,2013-03-24 00:00:00.000
13011,"383-555-0160",2,2014-03-11 00:00:00.000
13012,"1 (11) 500 555-0162",2,2012-11-28 00:00:00.000
13013,"107-555-0193",1,2013-10-06 00:00:00.000
13014,"208-555-0193",1,2013-12-17 00:00:00.000
13015,"648-555-0129",2,2013-11-22 00:00:00.000
13016,"340-555-0113",1,2014-05-05 00:00:00.000
13017,"1 (11) 500 555-0143",1,2013-09-08 00:00:00.000
13018,"1 (11) 500 555-0134",2,2013-12-17 00:00:00.000
13019,"657-555-0114",1,2014-02-26 00:00:00.000
13020,"352-555-0138",1,2014-03-18 00:00:00.000
13021,"1 (11) 500 555-0140",2,2012-03-22 00:00:00.000
13022,"862-555-0111",1,2011-08-16 00:00:00.000
13023,"1 (11) 500 555-0193",2,2013-07-09 00:00:00.000
13024,"883-555-0157",1,2013-04-07 00:00:00.000
13025,"182-555-0119",2,2013-11-20 00:00:00.000
13026,"1 (11) 500 555-0149",2,2014-05-03 00:00:00.000
13027,"561-555-0115",1,2014-06-06 00:00:00.000
13028,"671-555-0148",1,2013-10-05 00:00:00.000
13029,"160-555-0174",2,2014-02-16 00:00:00.000
13030,"1 (11) 500 555-0115",1,2013-11-09 00:00:00.000
13031,"1 (11) 500 555-0190",1,2013-10-22 00:00:00.000
13032,"1 (11) 500 555-0180",1,2011-09-08 00:00:00.000
13033,"1 (11) 500 555-0130",1,2013-01-03 00:00:00.000
13034,"802-555-0111",1,2013-12-23 00:00:00.000
13035,"100-555-0146",2,2014-05-09 00:00:00.000
13036,"1 (11) 500 555-0163",1,2013-09-02 00:00:00.000
13037,"505-555-0112",1,2014-04-21 00:00:00.000
13038,"974-555-0177",1,2013-12-24 00:00:00.000
13039,"1 (11) 500 555-0142",1,2013-08-29 00:00:00.000
13040,"1 (11) 500 555-0149",1,2014-02-17 00:00:00.000
13041,"203-555-0166",2,2014-05-17 00:00:00.000
13042,"539-555-0148",1,2013-07-15 00:00:00.000
13043,"110-555-0136",2,2012-03-03 00:00:00.000
13044,"1 (11) 500 555-0166",1,2013-10-22 00:00:00.000
13045,"1 (11) 500 555-0158",1,2013-08-03 00:00:00.000
13046,"607-555-0157",2,2014-02-10 00:00:00.000
13047,"614-555-0182",1,2013-07-09 00:00:00.000
13048,"1 (11) 500 555-0117",2,2013-02-10 00:00:00.000
13049,"1 (11) 500 555-0180",1,2014-03-16 00:00:00.000
13050,"1 (11) 500 555-0136",2,2012-11-29 00:00:00.000
13051,"1 (11) 500 555-0127",1,2012-09-12 00:00:00.000
13052,"695-555-0140",1,2013-09-07 00:00:00.000
13053,"1 (11) 500 555-0129",2,2013-05-09 00:00:00.000
13054,"950-555-0181",1,2012-01-20 00:00:00.000
13055,"239-555-0156",1,2013-08-03 00:00:00.000
13056,"1 (11) 500 555-0167",1,2012-06-15 00:00:00.000
13057,"1 (11) 500 555-0128",2,2014-03-29 00:00:00.000
13058,"475-555-0143",2,2013-08-04 00:00:00.000
13059,"627-555-0191",2,2013-09-26 00:00:00.000
13060,"1 (11) 500 555-0122",1,2014-01-08 00:00:00.000
13061,"511-555-0157",1,2013-10-07 00:00:00.000
13062,"718-555-0129",1,2014-06-03 00:00:00.000
13063,"500-555-0128",1,2014-02-25 00:00:00.000
13064,"249-555-0155",2,2013-09-14 00:00:00.000
13065,"1 (11) 500 555-0194",2,2011-12-17 00:00:00.000
13066,"115-555-0130",2,2014-01-16 00:00:00.000
13067,"356-555-0135",2,2014-04-29 00:00:00.000
13068,"1 (11) 500 555-0125",1,2013-10-23 00:00:00.000
13069,"127-555-0115",2,2013-10-20 01:00:00.000
13070,"627-555-0181",2,2014-02-26 00:00:00.000
13071,"625-555-0162",2,2014-04-18 00:00:00.000
13072,"824-555-0117",2,2013-11-11 00:00:00.000
13073,"349-555-0182",2,2014-02-17 00:00:00.000
13074,"313-555-0179",2,2014-03-20 00:00:00.000
13075,"117-555-0152",2,2013-06-14 00:00:00.000
13076,"1 (11) 500 555-0115",2,2011-06-05 00:00:00.000
13077,"1 (11) 500 555-0176",1,2014-01-02 00:00:00.000
13078,"132-555-0112",2,2014-04-11 00:00:00.000
13079,"1 (11) 500 555-0184",2,2013-12-08 00:00:00.000
13080,"1 (11) 500 555-0188",1,2014-05-05 00:00:00.000
13081,"1 (11) 500 555-0129",2,2014-05-10 00:00:00.000
13082,"406-555-0174",2,2013-08-14 00:00:00.000
13083,"705-555-0113",2,2014-03-28 00:00:00.000
13084,"1 (11) 500 555-0185",1,2011-12-14 00:00:00.000
13085,"1 (11) 500 555-0114",2,2013-04-10 00:00:00.000
13086,"1 (11) 500 555-0191",2,2011-09-09 00:00:00.000
13087,"1 (11) 500 555-0160",1,2012-02-21 00:00:00.000
13088,"1 (11) 500 555-0126",2,2011-10-11 00:00:00.000
13089,"848-555-0191",1,2013-10-20 01:00:00.000
13090,"171-555-0168",1,2011-12-31 00:00:00.000
13091,"115-555-0161",1,2013-09-07 00:00:00.000
13092,"164-555-0126",1,2014-04-27 00:00:00.000
13093,"275-555-0184",2,2013-11-04 00:00:00.000
13094,"678-555-0146",1,2013-09-07 00:00:00.000
13095,"842-555-0114",1,2013-11-12 00:00:00.000
13096,"1 (11) 500 555-0150",2,2014-02-10 00:00:00.000
13097,"1 (11) 500 555-0194",2,2014-03-11 00:00:00.000
13098,"469-555-0125",1,2013-07-03 00:00:00.000
13099,"277-555-0119",1,2013-11-02 00:00:00.000
13100,"816-555-0117",1,2013-10-06 00:00:00.000
13101,"735-555-0182",2,2014-04-14 00:00:00.000
13102,"1 (11) 500 555-0169",1,2011-11-18 00:00:00.000
13103,"222-555-0115",2,2013-09-24 00:00:00.000
13104,"1 (11) 500 555-0134",1,2013-11-29 00:00:00.000
13105,"1 (11) 500 555-0123",2,2014-06-03 00:00:00.000
13106,"1 (11) 500 555-0144",2,2014-04-23 00:00:00.000
13107,"208-555-0178",2,2013-08-17 00:00:00.000
13108,"823-555-0168",1,2013-07-31 00:00:00.000
13109,"1 (11) 500 555-0189",2,2012-02-01 00:00:00.000
13110,"1 (11) 500 555-0116",1,2014-01-19 00:00:00.000
13111,"1 (11) 500 555-0172",2,2013-12-21 00:00:00.000
13112,"1 (11) 500 555-0142",2,2014-02-20 00:00:00.000
13113,"129-555-0146",2,2014-02-12 00:00:00.000
13114,"980-555-0146",2,2012-09-28 00:00:00.000
13115,"836-555-0119",2,2013-09-09 00:00:00.000
13116,"397-555-0169",1,2014-04-09 00:00:00.000
13117,"162-555-0175",1,2012-03-23 00:00:00.000
13118,"1 (11) 500 555-0118",1,2013-05-01 00:00:00.000
13119,"467-555-0170",2,2014-05-25 00:00:00.000
13120,"1 (11) 500 555-0158",1,2014-06-11 00:00:00.000
13121,"1 (11) 500 555-0188",2,2014-05-30 00:00:00.000
13122,"1 (11) 500 555-0189",2,2013-10-04 00:00:00.000
13123,"1 (11) 500 555-0111",1,2012-09-12 00:00:00.000
13124,"1 (11) 500 555-0159",1,2013-03-25 00:00:00.000
13125,"492-555-0129",1,2013-07-16 00:00:00.000
13126,"1 (11) 500 555-0157",1,2014-06-22 00:00:00.000
13127,"1 (11) 500 555-0119",2,2014-03-27 00:00:00.000
13128,"1 (11) 500 555-0160",1,2012-04-26 00:00:00.000
13129,"545-555-0189",1,2013-10-22 00:00:00.000
13130,"558-555-0131",2,2012-08-30 00:00:00.000
13131,"158-555-0170",2,2012-06-11 00:00:00.000
13132,"459-555-0159",1,2014-01-10 00:00:00.000
13133,"258-555-0117",2,2013-07-24 00:00:00.000
13134,"1 (11) 500 555-0161",2,2014-04-01 00:00:00.000
13135,"1 (11) 500 555-0171",1,2014-06-18 00:00:00.000
13136,"403-555-0146",1,2014-01-10 00:00:00.000
13137,"503-555-0131",2,2013-08-27 00:00:00.000
13138,"1 (11) 500 555-0198",2,2012-02-05 00:00:00.000
13139,"272-555-0117",1,2014-04-12 00:00:00.000
13140,"242-555-0153",1,2014-04-28 00:00:00.000
13141,"1 (11) 500 555-0169",2,2014-04-20 00:00:00.000
13142,"1 (11) 500 555-0186",2,2012-11-18 00:00:00.000
13143,"873-555-0120",1,2011-09-15 00:00:00.000
13144,"1 (11) 500 555-0177",2,2011-11-06 00:00:00.000
13145,"157-555-0172",2,2013-10-23 00:00:00.000
13146,"1 (11) 500 555-0135",2,2011-12-19 00:00:00.000
13147,"1 (11) 500 555-0118",1,2014-01-27 00:00:00.000
13148,"671-555-0133",1,2013-11-20 00:00:00.000
13149,"781-555-0161",2,2013-12-15 00:00:00.000
13150,"417-555-0149",2,2013-08-18 00:00:00.000
13151,"309-555-0192",2,2013-11-01 00:00:00.000
13152,"411-555-0176",2,2014-04-19 00:00:00.000
13153,"394-555-0170",2,2013-09-09 00:00:00.000
13154,"1 (11) 500 555-0118",1,2011-07-24 00:00:00.000
13155,"279-555-0138",2,2014-04-29 00:00:00.000
13156,"362-555-0138",2,2013-02-14 00:00:00.000
13157,"863-555-0121",1,2014-04-22 00:00:00.000
13158,"139-555-0113",2,2014-04-28 00:00:00.000
13159,"1 (11) 500 555-0127",2,2014-03-12 00:00:00.000
13160,"1 (11) 500 555-0112",2,2013-11-30 00:00:00.000
13161,"1 (11) 500 555-0142",1,2011-12-29 00:00:00.000
13162,"292-555-0142",1,2013-10-10 00:00:00.000
13163,"775-555-0190",1,2013-12-15 00:00:00.000
13164,"1 (11) 500 555-0112",2,2013-07-08 00:00:00.000
13165,"1 (11) 500 555-0130",1,2012-09-21 00:00:00.000
13166,"1 (11) 500 555-0131",1,2014-06-27 00:00:00.000
13167,"651-555-0127",1,2013-10-21 00:00:00.000
13168,"193-555-0113",1,2013-09-04 00:00:00.000
13169,"1 (11) 500 555-0140",1,2013-01-07 00:00:00.000
13170,"178-555-0164",1,2014-04-14 00:00:00.000
13171,"313-555-0148",2,2013-09-23 00:00:00.000
13172,"1 (11) 500 555-0131",1,2014-05-21 00:00:00.000
13173,"834-555-0131",2,2012-02-06 00:00:00.000
13174,"187-555-0111",1,2014-03-23 00:00:00.000
13175,"1 (11) 500 555-0156",1,2012-11-13 00:00:00.000
13176,"1 (11) 500 555-0115",2,2011-08-08 00:00:00.000
13177,"979-555-0174",2,2013-01-29 00:00:00.000
13178,"1 (11) 500 555-0141",1,2013-03-28 00:00:00.000
13179,"204-555-0153",1,2013-08-15 00:00:00.000
13180,"1 (11) 500 555-0187",2,2013-12-13 00:00:00.000
13181,"652-555-0177",2,2013-08-30 00:00:00.000
13182,"380-555-0192",2,2013-07-10 00:00:00.000
13183,"1 (11) 500 555-0161",2,2012-04-21 00:00:00.000
13184,"341-555-0163",1,2014-06-29 00:00:00.000
13185,"766-555-0140",1,2014-05-07 00:00:00.000
13186,"1 (11) 500 555-0192",1,2014-06-14 00:00:00.000
13187,"224-555-0112",2,2014-01-16 00:00:00.000
13188,"1 (11) 500 555-0113",2,2013-03-24 00:00:00.000
13189,"1 (11) 500 555-0159",2,2014-04-05 00:00:00.000
13190,"776-555-0139",2,2013-09-05 00:00:00.000
13191,"1 (11) 500 555-0135",1,2013-08-24 00:00:00.000
13192,"1 (11) 500 555-0116",1,2013-03-18 00:00:00.000
13193,"1 (11) 500 555-0126",2,2013-01-05 00:00:00.000
13194,"1 (11) 500 555-0177",2,2013-09-16 00:00:00.000
13195,"519-555-0159",1,2013-10-11 00:00:00.000
13196,"198-555-0136",1,2013-10-13 00:00:00.000
13197,"1 (11) 500 555-0154",2,2013-10-13 00:00:00.000
13198,"516-555-0126",1,2014-02-24 00:00:00.000
13199,"1 (11) 500 555-0169",1,2014-02-07 00:00:00.000
13200,"1 (11) 500 555-0127",2,2014-06-26 00:00:00.000
13201,"267-555-0111",2,2012-06-12 00:00:00.000
13202,"966-555-0128",2,2014-03-21 00:00:00.000
13203,"568-555-0165",2,2013-05-08 00:00:00.000
13204,"1 (11) 500 555-0184",2,2011-09-22 00:00:00.000
13205,"1 (11) 500 555-0112",1,2011-09-04 00:00:00.000
13206,"1 (11) 500 555-0197",1,2012-03-23 00:00:00.000
13207,"955-555-0118",2,2013-08-27 00:00:00.000
13208,"1 (11) 500 555-0129",1,2013-02-16 00:00:00.000
13209,"1 (11) 500 555-0163",2,2013-09-07 00:00:00.000
13210,"373-555-0139",1,2012-03-21 00:00:00.000
13211,"1 (11) 500 555-0199",2,2013-08-07 00:00:00.000
13212,"709-555-0140",2,2012-05-19 00:00:00.000
13213,"766-555-0115",1,2014-03-25 00:00:00.000
13214,"545-555-0127",1,2012-09-14 00:00:00.000
13215,"155-555-0158",2,2013-07-06 00:00:00.000
13216,"678-555-0115",1,2013-11-07 00:00:00.000
13217,"1 (11) 500 555-0137",2,2012-09-24 00:00:00.000
13218,"110-555-0188",2,2012-06-12 00:00:00.000
13219,"1 (11) 500 555-0143",2,2014-01-09 00:00:00.000
13220,"1 (11) 500 555-0166",1,2014-03-03 00:00:00.000
13221,"1 (11) 500 555-0158",2,2013-05-26 00:00:00.000
13222,"1 (11) 500 555-0132",1,2013-12-05 00:00:00.000
13223,"1 (11) 500 555-0136",2,2013-05-15 00:00:00.000
13224,"1 (11) 500 555-0123",2,2013-10-02 00:00:00.000
13225,"1 (11) 500 555-0112",2,2013-07-05 00:00:00.000
13226,"813-555-0153",1,2014-02-12 00:00:00.000
13227,"718-555-0137",2,2014-06-25 00:00:00.000
13228,"1 (11) 500 555-0112",1,2013-10-31 00:00:00.000
13229,"469-555-0172",1,2014-06-11 00:00:00.000
13230,"959-555-0114",2,2013-11-09 00:00:00.000
13231,"1 (11) 500 555-0114",1,2013-08-07 00:00:00.000
13232,"1 (11) 500 555-0157",1,2011-10-08 00:00:00.000
13233,"311-555-0136",1,2013-11-15 00:00:00.000
13234,"1 (11) 500 555-0116",2,2013-06-21 00:00:00.000
13235,"1 (11) 500 555-0131",1,2014-05-31 00:00:00.000
13236,"847-555-0167",2,2013-09-17 00:00:00.000
13237,"714-555-0197",2,2012-08-31 00:00:00.000
13238,"1 (11) 500 555-0197",1,2014-02-20 00:00:00.000
13239,"347-555-0137",1,2013-04-14 00:00:00.000
13240,"227-555-0158",2,2014-05-15 00:00:00.000
13241,"1 (11) 500 555-0171",1,2013-08-30 00:00:00.000
13242,"345-555-0199",1,2012-01-17 00:00:00.000
13243,"284-555-0145",2,2012-06-17 00:00:00.000
13244,"1 (11) 500 555-0114",2,2013-10-03 00:00:00.000
13245,"298-555-0123",2,2014-05-03 00:00:00.000
13246,"1 (11) 500 555-0116",2,2013-09-22 00:00:00.000
13247,"1 (11) 500 555-0172",1,2011-09-10 00:00:00.000
13248,"1 (11) 500 555-0114",2,2012-01-30 00:00:00.000
13249,"474-555-0183",1,2013-09-13 00:00:00.000
13250,"1 (11) 500 555-0152",2,2013-08-17 00:00:00.000
13251,"1 (11) 500 555-0165",2,2014-06-19 00:00:00.000
13252,"840-555-0139",1,2014-02-21 00:00:00.000
13253,"450-555-0163",2,2014-03-28 00:00:00.000
13254,"1 (11) 500 555-0164",1,2014-04-13 00:00:00.000
13255,"148-555-0177",1,2014-06-24 00:00:00.000
13256,"518-555-0192",1,2013-12-24 00:00:00.000
13257,"1 (11) 500 555-0142",1,2013-09-16 00:00:00.000
13258,"1 (11) 500 555-0133",2,2013-03-09 00:00:00.000
13259,"395-555-0198",2,2013-12-02 00:00:00.000
13260,"1 (11) 500 555-0111",2,2014-01-05 00:00:00.000
13261,"198-555-0191",2,2013-09-03 00:00:00.000
13262,"527-555-0115",2,2013-08-07 00:00:00.000
13263,"151-555-0131",1,2013-07-03 00:00:00.000
13264,"1 (11) 500 555-0163",1,2013-10-25 00:00:00.000
13265,"240-555-0142",2,2014-01-28 00:00:00.000
13266,"312-555-0195",1,2013-09-28 00:00:00.000
13267,"1 (11) 500 555-0191",2,2014-01-17 00:00:00.000
13268,"867-555-0136",1,2013-09-21 00:00:00.000
13269,"1 (11) 500 555-0194",1,2013-07-28 00:00:00.000
13270,"1 (11) 500 555-0118",2,2014-03-30 00:00:00.000
13271,"956-555-0173",1,2013-10-10 00:00:00.000
13272,"925-555-0122",2,2014-04-26 00:00:00.000
13273,"137-555-0160",1,2013-10-03 00:00:00.000
13274,"977-555-0116",2,2014-06-10 00:00:00.000
13275,"1 (11) 500 555-0165",1,2014-03-15 00:00:00.000
13276,"473-555-0127",1,2014-04-13 00:00:00.000
